id,smiles,target_property
mol_670,FC(F)(Cl)C(F)(Cl)Cl,-3.04
mol_671,CCC#N,0.28
mol_672,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,-6.51
mol_673,COc1ccccc1N(=O)=O,-1.96
mol_674,CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12
mol_675,CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8
mol_676,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018
mol_677,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,-3.38
mol_678,c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899
mol_679,OCC(O)CO,1.12
mol_680,COc1ccccc1O ,-1.96
mol_681,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,-5.67
mol_682,Cc1c2ccccc2cc3ccccc13,-5.89
mol_683,Cc1cc(=O)n(c2ccccc2)n1C,0.715
mol_684,CCCCOC,-0.99
mol_685,Cc2cnc1cncnc1n2,-0.8540000000000001
mol_686,CCNc1nc(Cl)nc(NCC)n1 ,-4.55
mol_687,CN(C)C(=O)C,1.11
mol_688,CSc1nc(nc(n1)N(C)C)N(C)C,-2.676
mol_689,C=C,-0.4
mol_690,CC(C)(C)CCO,-0.5
mol_691,O=C1NC(=O)NC(=O)C1(CC)CC=C,-1.614
mol_692,Oc1ccc(Cl)c(Cl)c1Cl,-2.67
mol_693,COc1ccccc1,-1.85
mol_694,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53
mol_695,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,-3.85
mol_696,COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.16
mol_697,CCc1ccc(C)cc1,-3.11
mol_698,CC(C)SC(C)C,-2.24
mol_699,O=N(=O)c1cccc(c1)N(=O)=O,-2.29
mol_700,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54
mol_701,CCC1(C(C)C)C(=O)NC(=O)NC1=O ,-2.21
mol_702,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,-4.21
mol_703,Cc1ncc(N(=O)=O)n1CCO,-1.22
mol_704,Nc1ccc(Cl)cc1,-1.66
mol_705,CCCC(C)(C)CO,-1.52
mol_706,c1ccoc1,-0.82
mol_707,COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928
mol_708,CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.1710000000000003
mol_709,CC(C)(C)c1ccccc1,-3.66
mol_710,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.27
mol_711,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,-4.37
mol_712,CCCOC,-0.39
mol_713,CC(C)OC(=O)C,-0.55
mol_714,Brc1ccccc1,-2.55
mol_715,CCOC(=O)c1ccc(O)cc1,-2.35
mol_716,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.071000000000001
mol_717,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.37
mol_718,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332
mol_719,O=c1[nH]cnc2[nH]ncc12 ,-2.266
mol_720,ClC=C,-1.75
mol_721,CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,-2.98
mol_722,BrC(Br)(Br)Br,-3.14
mol_723,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,-4.871
mol_724,O=C1NC(=O)c2ccccc12 ,-2.61
mol_725,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,-4.38
mol_726,COC(=O)c1ccccc1,-1.85
mol_727,Cn1ccc(=O)[nH]c1=O,-0.807
mol_728,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,-3.73
mol_729,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,-6.47
mol_730,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.29
mol_731,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8
mol_732,C1CC=CC1,-2.1
mol_733,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),-1.99
mol_734,CCCCCCCCC,-5.88
mol_735,Oc1ccccc1Cl,-1.06
mol_736,c1cccc2c3c(C)cc4ccccc4c3ccc12,-6.59
mol_737,CCOc1ccccc1,-2.33
mol_738,CCOC(=O)C=Cc1ccccc1,-3.0
mol_739,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,-2.484
mol_740,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.499
mol_741,Cc1ccc(cc1)S(=O)(=O)N,-1.74
mol_742,CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617
mol_743,CCCCCC(C)C,-5.08
mol_744,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176
mol_745,CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,-3.5380000000000003
mol_746,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-3.754
mol_747,CCC(O)C(C)C,-0.7
mol_748,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,-2.3
mol_749,CC1(C)C2CCC1(C)C(O)C2,-2.32
mol_750,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02
mol_751,CCCCCCC,-4.53
mol_752,Oc1cccc2ccccc12,-2.22
mol_753,C/C1CCCCC1\C,-4.3
mol_754,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,-3.638
mol_755,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85
mol_756,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27
mol_757,CCCCCC(=O)C,-1.45
mol_758,COP(=O)(NC(C)=O)SC ,0.54
mol_759,CCCCSP(=O)(SCCCC)SCCCC,-5.14
mol_760,c1cC2C(=O)NC(=O)C2cc1,-2.932
mol_761,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,-2.68
mol_762,CC=C(C)C,-2.56
mol_763,Cc1ccc(C)c(C)c1,-3.31
mol_764,Oc1cc(Cl)c(Cl)cc1Cl,-2.21
mol_765,c1ccc2c(c1)cnc3ccccc23 ,-2.78
mol_766,CCCC(C)(O)CC,-0.98
mol_767,CCCCCCCC,-5.24
mol_768,c1ccc2cc3ccccc3cc2c1,-6.35
mol_769,NNc1ccccc1,0.07
mol_770,CCC=O,0.58
mol_771,C1CCCCCCC1,-4.15
mol_772,O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077
mol_773,ClC(Cl)Cl,-1.17
mol_774,Sc1nccc(=O)[nH]1 ,-2.273
mol_775,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915
mol_776,CC1=CCCCC1,-3.27
mol_777,CCCCC(CC)C=O,-2.13
mol_778,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,-3.0210000000000004
mol_779,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658
mol_780,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0
mol_781,CCC(CC)C=O,-1.52
mol_782,CCCOCCC,-1.62
mol_783,CCCCCCCCCCCCCCO,-5.84
mol_784,Oc1c(Cl)ccc(Cl)c1Cl,-2.64
mol_785,NC(=O)N,0.96
mol_786,CCCC#C,-1.64
mol_787,Brc1cccc(Br)c1,-3.54
mol_788,CCCCCCCCCCCCCCCCCCO,-8.4
mol_789,CC(=O)Nc1ccccc1,-1.33
mol_790,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7
mol_791,c1nccc(C(=O)NN)c1,0.009
mol_792,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,-5.46
mol_793,CC(C)CCOC=O,-1.52
mol_794,CC(=O)c1ccccc1,-1.28
mol_795,c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,-5.4
mol_796,CCOP(=O)(OCC)OCC,0.43
mol_797,CC2(C)C1CCC(C)(C1)C2=O,-1.85
mol_798,COc2cnc1cncnc1n2,-0.91
mol_799,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,-5.64
mol_800,CC(C)N(=O)=O,-0.62
mol_801,c1ccc2c(c1)[nH]c3ccccc32,-5.27
mol_802,OCC(O)C(O)CO,0.7
mol_803,CCCOC(=O)c1ccc(N)cc1,-2.452
mol_804,CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999
mol_805,O=C1CCC(=O)N1,0.3
mol_806,CCC(C)C(C)C,-4.28
mol_807,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,-4.16
mol_808,CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,-4.634
mol_809,O2c1ccccc1N(CC)C(=O)c3ccccc23 ,-3.68
mol_810,C1CCOCC1,-0.03
mol_811,CCCCCC#C,-3.01
mol_812,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,-4.314
mol_813,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92
mol_814,CCOC(=O)c1ccccc1,-2.32
mol_815,ClCC(C)C,-2.0
mol_816,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,-4.3
mol_817,CCCCCCCCCCCC(=O)OC,-4.69
mol_818,CCCSCCC,-2.58
mol_819,c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6
mol_820,CCCCCBr,-3.08
mol_821,CCCC/C=C/C,-3.82
mol_822,Cc1ncc(N(=O)=O)n1CCO ,-1.26
mol_823,CCCCCC1CCCC1,-6.08
mol_824,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-7.42
mol_825,O=C1NC(=O)NC(=O)C1(CC)C(C)C,-2.148
mol_826,CC(Cl)(Cl)Cl,-2.0
mol_827,CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57
mol_828,O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06
mol_829,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,-0.85
mol_830,Cc1ccc(Br)cc1,-3.19
mol_831,CCOCC,-0.09
mol_832,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376
mol_833,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53
mol_834,Cc1cc(C)c(O)c(C)c1,-2.05
mol_835,c1ccccc1,-1.64
mol_836,Clc1ccc(I)cc1,-4.03
mol_837,COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564
mol_838,CC(C)N(C(=O)CCl)c1ccccc1 ,-2.48
mol_839,C=Cc1ccccc1,-2.82
mol_840,COCOC,0.48
mol_841,Cc1ccccc1C,-2.8
mol_842,CCC(C)O,0.47
mol_843,Oc1ccc(O)cc1,-0.17
mol_844,CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,-4.955
mol_845,C1c2ccccc2c3cc4ccccc4cc13,-8.04
mol_846,O=C1CNC(=O)N1 ,-0.4
mol_847,c1(O)cc(O)ccc1CCCCCC,-2.59
mol_848,C=CCS(=O)SCC=C,-0.83
mol_849,CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,-5.382000000000001
mol_850,Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-7.01
mol_851,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71
mol_852,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,-3.93
mol_853,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1
mol_854,Clc1cccc(Cl)c1,-3.04
mol_855,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-7.15
mol_856,CC(C)COC=O,-1.01
mol_857,c1ccccc1SC,-2.39
mol_858,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,-4.207
mol_859,CCCCCC,-3.84
mol_860,COC(=O)c1cccnc1 ,-0.46
mol_861,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59
mol_862,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.82
mol_863,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925
mol_864,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15
mol_865,c1ccc2c(c1)c3ccccc3c4ccccc24,-6.726
mol_866,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.95
mol_867,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96
mol_868,CCc1ccccn1,0.51
mol_869,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28
mol_870,c1ccc(cc1)c2ccccc2,-4.345
mol_871,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,-8.71
mol_872,CN(C)c1nc(nc(n1)N(C)C)N(C)C,-3.364
mol_873,CC(C)CC(C)(C)O,-0.92
mol_874,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,-3.168
mol_875,OCC1OC(O)(CO)C(O)C1O,0.64
mol_876,Cc1cc(C)cc(O)c1,-1.4
mol_877,ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.37
mol_878,CC(=O)Nc1ccc(Cl)cc1,-2.843
mol_879,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94
mol_880,CCC(C)(C)C,-3.55
mol_881,CNc1ccccc1,-1.28
mol_882,C=CCC=C,-2.09
mol_883,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88
mol_884,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456
mol_885,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.604
mol_886,Oc1cccc(Cl)c1,-0.7
mol_887,Clc1cccc(Br)c1,-3.21
mol_888,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,-3.05
mol_889,O=C1NC(=O)NC(=O)C1(C)CC,-1.228
mol_890,OCCOc1ccccc1,-0.7
mol_891,C(c1ccccc1)c2ccccc2,-4.08
mol_892,CCCCCC(O)CC,-1.98
mol_893,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-6.78
mol_894,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43
mol_895,CCCC(C)CO,-1.11
mol_896,CCCCC(C)(C)O,-1.08
mol_897,CCc1ccccc1,-2.77
mol_898,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,-2.253
mol_899,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317
mol_900,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,-2.647
mol_901,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025
mol_902,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19
mol_903,CCOC(=O)CC,-0.66
mol_904,CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1
mol_905,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9
mol_906,Cc1cc2ccccc2cc1C,-4.72
mol_907,Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,-6.25
mol_908,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.39
mol_909,NC(N)=NC#N ,-0.31
mol_910,ClC(Cl)(Cl)N(=O)=O,-2.0
mol_911,Clc1cccc(Cl)c1c2ccccc2 ,-5.21
mol_912,COc1ccc(C=O)cc1,-1.49
mol_913,CC(=O)Nc1ccc(cc1)N(=O)=O,-2.692
mol_914,CCCCCCC(=O)OCC,-2.74
mol_915,CC(=O)Nc1ccc(O)cc1,-1.03
mol_916,c2ccc1[nH]ncc1c2 ,-2.16
mol_917,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,-4.31
mol_918,Nc2nc1[nH]cnc1c(=O)[nH]2 ,-3.583
mol_919,COC(=O)C,0.46
mol_920,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,-4.743
mol_921,CCCC(O)C=C,-0.59
mol_922,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,-3.931
mol_923,CCCCOCCCC,-1.85
mol_924,CCCCCCCCCCCCO,-4.8
mol_925,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,-3.36
mol_926,CCCC(C)(C)O,-0.49
mol_927,Nc1nc(=O)[nH]cc1F,-0.972
mol_928,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,-3.84
mol_929,CCCCCC(C)(C)O,-1.72
mol_930,Cc1c(C)c(C)c(C)c(C)c1C,-5.23
mol_931,CC(C)c1ccc(C)cc1O,-2.22
mol_932,c2cnc1ncncc1n2,0.02
mol_933,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-4.66
mol_934,C,-0.9
mol_935,c2ccc1NCCc1c2 ,-1.04
mol_936,O=N(=O)c1cccc2ccccc12,-3.54
mol_937,CCC(C)C(=O)C,-0.67
mol_938,Nc1nc(O)nc2nc[nH]c12 ,-3.401
mol_939,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,-4.445
mol_940,CN(=O)=O,0.26
mol_941,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.88
mol_942,C=CCCC=C,-2.68
mol_943,c2ccc1[nH]ccc1c2,-1.52
mol_944,CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,-3.69
mol_945,CCCCC=C,-3.23
mol_946,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,-3.79
mol_947,CCC1CCCCC1,-4.25
mol_948,CCCCCCCC(=O)C,-2.58
mol_949,COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88
mol_950,CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38
mol_951,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,-4.114
mol_952,CNC(=O)Oc1cccc2ccccc12,-3.224
mol_953,C#C,0.29
mol_954,Cc1cncc(C)c1,0.38
mol_955,C1C=CCC=C1,-2.06
mol_956,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518
mol_957,CC(O)c1ccccc1,-0.92
mol_958,CC(Cl)CCl,-1.6
mol_959,CCCC=C(CC)C=O,-2.46
mol_960,CCOP(=S)(OCC)SCCSCC,-4.23
mol_961,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.284
mol_962,Clc1ccc(cc1)c2c(Cl)cccc2Cl ,-6.14
mol_963,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-6.02
mol_964,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-4.46
mol_965,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,-6.6370000000000005
mol_966,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.24
mol_967,Cc1cc(C)cc(C)c1,-3.4
mol_968,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,-5.115
mol_969,CCCCCCCCCCCCCCCO,-6.35
mol_970,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,-7.39
mol_971,O=C1NC(=O)NC(=O)C1(C)C,-1.742
mol_972,CC(C)I,-2.09
mol_973,O=N(=O)c1ccccc1N(=O)=O,-3.1
mol_974,CC(C)C(=O)C,-0.12
mol_975,CCCCCCCCCCCCCCCC,-8.4
mol_976,CC12CCC(CC1)C(C)(C)O2,-1.74
mol_977,Cc2cccc3sc1nncn1c23 ,-2.07
mol_978,CCCCCCC(=O)C,-2.05
mol_979,CCCCCCCCC(=O)OC,-3.38
mol_980,Fc1ccc(F)cc1,-1.97
mol_981,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,-2.676
mol_982,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.68
mol_983,CCO,1.1
mol_984,O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349
mol_985,c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-1.83
mol_986,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,-5.24
mol_987,CN(C)C(=O)NC1CCCCCCC1,-2.218
mol_988,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,-6.8
mol_989,CCCCCCCCBr,-5.06
mol_990,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-4.883
mol_991,CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,-0.364
mol_992,CCC(O)CC,-0.24
mol_993,Cc1ccc(cc1)N(=O)=O,-2.49
mol_994,CC(C)CCCO,-1.14
mol_995,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,-4.57
mol_996,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,-4.93
mol_997,Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878
mol_998,CCC(C)(C)O,0.15
mol_999,Cc1ccc(O)cc1,-0.73
